galaxy,formula_family,audit_lane,primary_blocker,scale_radius_source_status,scale_radius_kpc,s4g_match_status,s4g_name,s4g_disk_component_source,s4g_model_components,s4g_model_quality_values,s4g_component_support_status,missing_required_fields,manifest_confidence,manifest_caveat,endpoint_eligibility_status,next_action,audit_claim_boundary
NGC5033,K_compact_finite,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,4.9269679911951005,S4G_MATCHED,NGC5033,D:expdisk_hr3,B;D,5.0,S4G_EXPDISK_SUPPORT,compact_support_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC5055,K_thick_flared,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.719467664092647,S4G_MATCHED,NGC5055,D:expdisk_hr3,D;N,5.0,S4G_EXPDISK_SUPPORT,thickness_h_over_rs,0.9,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC5371,K_thick_flared,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,6.7518777916411965,S4G_MATCHED,NGC5371,D:expdisk_hr3,B;D,5.0,S4G_EXPDISK_SUPPORT,thickness_h_over_rs,0.75,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC5585,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,1.5577077456186188,S4G_MATCHED,NGC5585,D:expdisk_hr3,B;D,5.0,S4G_EXPDISK_SUPPORT,,0.85,large_distance_error,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC6015,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,2.7626597230842966,S4G_MATCHED,NGC6015,D:expdisk_hr3,D;N,5.0,S4G_EXPDISK_SUPPORT,,0.85,large_distance_error,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC6195,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC6503,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,0.899249968469682,S4G_MATCHED,NGC6503,D:expdisk_hr3,D;N,5.0,S4G_EXPDISK_SUPPORT,,1.0,none,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC6674,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC7793,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,1.3135069498792606,S4G_MATCHED,NGC7793,D:expdisk_hr3,D;N,5.0,S4G_EXPDISK_SUPPORT,,1.0,none,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
NGC7814,K_compact_finite,S4G_MATCHED_BUT_NO_ACCEPTED_SCALE,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,S4G_MATCHED,NGC7814,missing,B;D,4.0,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,inspect S4G component table or fallback morphology source for scale,accepted_manifest_audit_not_endpoint_score_not_family_validation
PGC51017,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC00128,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC00191,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,1.6489418445348862,S4G_MATCHED,UGC00191,D:expdisk_hr3,D;BAR,5.0,S4G_EXPDISK_WITH_BAR_CAVEAT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC00634,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.7414732330990277,S4G_MATCHED,UGC00634,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.45,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC01230,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC01281,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC02455,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC02487,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.8,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC02885,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC02916,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC02953,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC03205,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC03546,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC04278,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC04325,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC04483,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.2391670982906972,S4G_MATCHED,UGC04483,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05005,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05253,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.65,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05721,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05750,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05764,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.6717983870304816,S4G_MATCHED,UGC05764,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05918,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,1.9782716578501915,S4G_MATCHED,UGC05918,D:expdisk_hr3,D,4.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC05999,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.6000000000000001,few_rotation_points;low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06399,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.069958488548134,S4G_MATCHED,UGC06399,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06446,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.007708432639558,S4G_MATCHED,UGC06446,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06614,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.8,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06628,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.6808328309284652,S4G_MATCHED,UGC06628,D:expdisk_hr3,D;BAR,5.0,S4G_EXPDISK_WITH_BAR_CAVEAT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.45,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06667,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.9241509841542774,S4G_MATCHED,UGC06667,Z:edgedisk_hr2,Z,4.0,S4G_EDGEDISK_SUPPORT_CAVEATED,tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06786,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06787,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06923,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06930,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,2.6808231529361786,S4G_MATCHED,UGC06930,D:expdisk_hr3,D;BAR,5.0,S4G_EXPDISK_WITH_BAR_CAVEAT,,0.8,low_inclination,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC06973,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07089,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,1.498363762021143,S4G_MATCHED,UGC07089,Z:edgedisk_hr2,Z,4.0,S4G_EDGEDISK_SUPPORT_CAVEATED,,1.0,none,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07125,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.260635516902038,S4G_MATCHED,UGC07125,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07232,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07323,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07399,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07524,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07559,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.8315259091848837,S4G_MATCHED,UGC07559,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07608,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.9142786917927928,S4G_MATCHED,UGC07608,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.65,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07690,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.8500628163100035,S4G_MATCHED,UGC07690,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.65,few_rotation_points;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC07866,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC08286,K_exponential_disk,NEAR_TERM_EXPONENTIAL_DISK_FAMILY_LABEL_AUDIT_POOL,external_family_label_audit_only,ACCEPTED_SOURCE_OBSERVABLE,1.204106339170835,S4G_MATCHED,NGC5023,Z:edgedisk_hr2,Z,4.0,S4G_EDGEDISK_SUPPORT_CAVEATED,,1.0,none,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,audit external morphology family label; do not score endpoint yet,accepted_manifest_audit_not_endpoint_score_not_family_validation
