galaxy,split,role,formula_family,formula_family_candidate,family_label_source_status,family_label_claim_boundary,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,scale_radius_kpc,scale_radius_source_status,tail_inner_radius_kpc,tail_cutoff_radius_kpc,compact_support_radius_kpc,thickness_h_over_rs,ring_radius_kpc,bar_m2_strength,lopsided_m1_strength,source_dataset,measurement_method,pre_scoring_timestamp,residual_blind_certification,observable_provenance,accepted_source_status,missing_required_fields,caveat_tokens,endpoint_eligibility_status,endpoint_blocker,claim_boundary
F574-2,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.6000000000000001,few_rotation_points;low_inclination,30.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F579-V1,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,26.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,low_inclination;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
F583-1,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,63.0,0.25,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F583-4,train,control,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,55.0,0.200750469043,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
KK98-251,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,59.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC0055,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,77.0,0.052132701422,3.3935538234529914,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC0100,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,89.0,0.3,1.2193294483812045,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,large_distance_error,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC0247,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,74.0,0.051351351351,4.0018082876406345,ACCEPTED_SOURCE_OBSERVABLE,,,,,,2.6772598356483166,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC0289,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,46.0,0.25,1.9129565642148376,ACCEPTED_SOURCE_OBSERVABLE,,,,,,1.1858919582126983,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC0300,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,42.0,0.048076923077,1.534398989732565,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC0801,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,80.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC0891,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,90.0,0.050454086781,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC1003,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,67.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC1090,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,64.0,0.25,4.552686926761032,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC1705,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,80.0,0.050610820244,0.3205788659317764,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC2366,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,68.0,0.048929663609,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC2403,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,63.0,0.050632911392,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC2841,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,76.0,0.099290780142,3.847225572870269,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC2903,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,66.0,0.3,1.7563522457599674,ACCEPTED_SOURCE_OBSERVABLE,,,,,,2.279834193876809,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC2915,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,56.0,0.049261083744,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC2955,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,56.0,0.100102145046,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC2976,train,control,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,61.0,0.050279329609,1.0398167379523204,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC2998,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,58.0,0.149779735683,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC3109,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,70.0,0.052631578947,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC3198,train,control,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,73.0,0.101449275362,3.6074756974350737,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC3521,train,control,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,75.0,0.298701298701,1.4577606192294683,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC3741,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,70.0,0.052959501558,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC3769,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,70.0,0.138888888889,1.64846187677828,ACCEPTED_SOURCE_OBSERVABLE,,,,,,2.207839363280682,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC3877,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,76.0,0.138888888889,3.4958913277542885,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC3893,train,control,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,49.0,0.138888888889,2.1301723377859454,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC3917,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,79.0,0.138888888889,3.360628171466791,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC3953,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,62.0,0.138888888889,4.151261699788311,ACCEPTED_SOURCE_OBSERVABLE,,,,,,4.09541126945029,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
