galaxy,split,formula_family,readout_component,weight_channel,component_status,status_reason,endpoint_ready_component,proxy_only_component,claim_boundary
NGC2841,train,K_compact_finite,K_compact_finite,w_K_compact_finite,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"bulge/core proxy present, accepted compact source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2841,train,K_compact_finite,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2841,train,K_compact_finite,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2841,train,K_compact_finite,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2841,train,K_compact_finite,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2841,train,K_compact_finite,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2903,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2903,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2903,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2903,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2903,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2903,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2915,train,K_scale_tail_spiral,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2915,train,K_scale_tail_spiral,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2915,train,K_scale_tail_spiral,K_scale_tail_spiral,w_K_scale_tail_spiral,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"gas/LSB proxy present, accepted HI/tail source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2915,train,K_scale_tail_spiral,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2915,train,K_scale_tail_spiral,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2915,train,K_scale_tail_spiral,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2955,train,K_compact_finite,K_compact_finite,w_K_compact_finite,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"bulge/core proxy present, accepted compact source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2955,train,K_compact_finite,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2955,train,K_compact_finite,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2955,train,K_compact_finite,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2955,train,K_compact_finite,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2955,train,K_compact_finite,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2976,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2976,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2976,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2976,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2976,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2976,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2998,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2998,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2998,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2998,train,K_thick_flared,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2998,train,K_thick_flared,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC2998,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3109,train,K_scale_tail_spiral,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3109,train,K_scale_tail_spiral,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3109,train,K_scale_tail_spiral,K_scale_tail_spiral,w_K_scale_tail_spiral,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"gas/LSB proxy present, accepted HI/tail source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3109,train,K_scale_tail_spiral,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3109,train,K_scale_tail_spiral,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3109,train,K_scale_tail_spiral,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3198,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3198,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3198,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3198,train,K_thick_flared,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3198,train,K_thick_flared,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3198,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3521,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3521,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3521,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3521,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3521,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3521,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3741,train,K_scale_tail_spiral,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3741,train,K_scale_tail_spiral,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3741,train,K_scale_tail_spiral,K_scale_tail_spiral,w_K_scale_tail_spiral,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"gas/LSB proxy present, accepted HI/tail source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3741,train,K_scale_tail_spiral,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3741,train,K_scale_tail_spiral,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3741,train,K_scale_tail_spiral,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3769,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3769,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3769,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3769,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3769,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3769,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3877,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3877,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3877,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3877,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3877,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3877,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3893,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3893,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3893,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3893,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3893,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3893,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3917,train,K_exponential_disk,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3917,train,K_exponential_disk,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3917,train,K_exponential_disk,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3917,train,K_exponential_disk,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3917,train,K_exponential_disk,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3917,train,K_exponential_disk,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3953,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3953,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3953,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3953,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3953,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3953,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3992,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3992,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3992,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3992,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3992,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC3992,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4010,train,K_exponential_disk,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4010,train,K_exponential_disk,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4010,train,K_exponential_disk,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4010,train,K_exponential_disk,K_thick_flared,w_K_thick_flared,MISSING_ACCEPTED_COMPONENT_INPUT,accepted vertical/flare/warp observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4010,train,K_exponential_disk,memory_history,history_memory_correction,NO_MEMORY_PROXY_FLAG,current proxy and rotation-inferred readout are consistent,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4010,train,K_exponential_disk,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4051,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4051,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4051,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4051,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4051,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4051,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4068,train,K_scale_tail_spiral,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4068,train,K_scale_tail_spiral,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4068,train,K_scale_tail_spiral,K_scale_tail_spiral,w_K_scale_tail_spiral,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"gas/LSB proxy present, accepted HI/tail source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4068,train,K_scale_tail_spiral,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4068,train,K_scale_tail_spiral,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4068,train,K_scale_tail_spiral,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4085,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4085,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4085,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4085,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4085,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4085,train,K_thick_flared,normalization,amplitude_normalization,MISSING_TAU_SIDE_NORMALIZATION_RULE,"current amplitude policy is train/preflight, not source-normalization law",False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4100,train,K_thick_flared,K_compact_finite,w_K_compact_finite,MISSING_ACCEPTED_COMPONENT_INPUT,accepted compact/core observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4100,train,K_thick_flared,K_exponential_disk,w_K_exponential_disk,MISSING_ACCEPTED_COMPONENT_INPUT,accepted disk scale/family label missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4100,train,K_thick_flared,K_scale_tail_spiral,w_K_scale_tail_spiral,MISSING_ACCEPTED_COMPONENT_INPUT,accepted HI/tail/outer-disk observable missing,False,False,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4100,train,K_thick_flared,K_thick_flared,w_K_thick_flared,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,"projection/history proxy present, accepted vertical source missing",False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
NGC4100,train,K_thick_flared,memory_history,history_memory_correction,PROXY_MEMORY_SIGNAL_NEEDS_ACCEPTED_SOURCE,memory/history proxy exists but is not accepted source evidence,False,True,readout_state_vector_intake_not_endpoint_not_accepted_state
