galaxy,split,formula_family,inclusion_lane,allowed_use,hard_beats_wrong_mean,hard_minus_wrong_mean,tau_beats_tpg_v6,tau_beats_mond,tau_minus_tpg_v6,tau_minus_mond,closure_fraction_c,net_signed_source_strength_v2,positive_component_strength_v2,negative_component_strength_v2,signed_cancellation_ratio,has_proxy_component,n_proxy_components,median_e_tau_gate,failure_mode,failure_reason,endpoint_scores_computed,uses_vobs_or_residual_for_classification,claim_boundary
UGC05253,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,2.1745977036607353,False,False,8.44612865666404,7.704272830649526,0.1894375764081473,9691.573309688149,9691.573309688149,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC06614,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,3.7118455180132166,False,False,23.130618432863095,19.703082675561472,0.5826485575600836,12343.96940159422,12343.96940159422,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC09133,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,0.094187549322676,False,False,19.2039094445071,15.3475318208749,0.3619169781132489,16260.410895588378,16260.410895588378,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F568-V1,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,6.342539783903408,True,True,-5.017973032442317,-0.9028276930032212,0.7676269377970986,888.4700711409505,888.4700711409505,0.0,1.0,False,0,0.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3992,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,1.5444565352422934,True,True,-3.868117904463524,-0.7775225775983223,0.6663789904544741,4999.858541799794,10425.1699563815,-5425.311414581706,0.31543890843335065,False,0,1.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC5005,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,8.893300121960994,False,True,0.4075240088270089,-1.088695176512493,0.1672319858185652,2733.3053650926217,5983.889615629416,-3250.584250536794,0.29598929020819054,False,0,1.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC6015,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,1.764014056537933,True,False,-1.2801956352425758,1.3481400792151952,0.6958350155464992,1564.0711142783507,3018.487533239728,-1454.416418961377,0.34967688351740156,False,0,1.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC02885,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-2.8524010788362055,False,False,6.068808901924477,9.241560622712324,0.641154588282617,18432.904534312784,18432.904534312784,0.0,1.0,False,0,0.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC06923,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-24.30854978788822,False,False,6.357954065491681,5.331696877083884,0.6485608494614941,1374.2936463340077,1374.2936463340077,0.0,1.0,False,0,0.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07232,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-101.57327616486722,False,False,1.1109507549065505,1.2404585161440584,0.6240962123262559,248.38068142418007,248.38068142418007,0.0,1.0,False,0,0.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
DDO064,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-53.04191837006822,False,False,1.1476628054653717,0.3326217966539242,0.7610419468586817,224.6307011707995,224.6307011707995,0.0,1.0,False,0,0.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
F583-4,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-24.85496443879784,False,False,3.7261205789235152,0.4343812326625711,0.7739967569397016,655.0432851568827,655.0432851568827,0.0,1.0,False,0,0.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC1090,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-3.9188415559961207,False,False,5.657017705289343,2.152693624847167,0.6590410318265458,2342.594753428171,4662.704941200798,-2320.1101877726273,0.3354799905425201,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2903,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-0.7797398928504435,False,False,0.6295366936309534,0.0286790837713084,0.4981444295041056,3419.5734971152865,6713.477513778985,-3293.9040166636983,0.3417051190376689,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2998,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-0.6742301189662605,False,False,4.396230550656703,4.437801074314603,0.4818938811157258,7475.842701857659,7475.842701857659,0.0,1.0,False,0,0.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3953,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-3.0192284093678285,False,False,2.5091091855056327,2.615441572803629,0.3879056679958085,2988.669600614375,6807.674418708818,-3819.0048180944423,0.2812421015084137,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC4051,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-8.44593993968185,False,False,5.30362506766993,3.1013904100887686,0.4397403153408558,1935.8307746076748,4444.921953578064,-2509.091178970389,0.27837605965208273,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC4559,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-9.883997440812626,False,False,4.074190610190337,0.4741980957008564,0.6698743800419372,1234.5343937706018,2386.6644833722494,-1152.1300896016476,0.3488573208512457,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC5055,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-2.4728898413066283,False,False,12.434663308736727,6.2528747150421715,0.5870263952016378,5609.400588426743,9302.457012471416,-3693.056424044672,0.4316413211243266,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC5371,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-2.268836596379991,False,False,9.00728183971723,5.801306253059032,0.5621449211484382,5197.667840714747,11056.571615160125,-5858.903774445375,0.3072729391873134,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC5585,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-20.015303849280286,False,False,0.7993246715121654,0.3442483391747188,0.6660391227651108,366.46031270233755,741.8548436274875,-375.39453092515,0.3280022536142152,False,0,1.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC00191,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-42.17942024867123,False,False,1.177397344921025,0.9743038319160268,0.6994039936470369,-62.33680937441778,205.5392992157814,-267.8761085901992,0.13167465263396164,False,0,0.5,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC02455,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-30.97122687130667,False,False,8.588125819037167,7.561888713176216,0.5337901833519884,1682.526701746852,1682.526701746852,0.0,1.0,False,0,0.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07323,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-30.076012971894265,False,False,6.321341696057735,4.783385945226307,0.6791774539527516,1091.4923329040246,1091.4923329040246,0.0,1.0,False,0,0.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC11557,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-19.50112623549813,False,False,9.350393615187675,7.81653064543314,0.6051944925803299,2273.6534189811505,2273.6534189811505,0.0,1.0,False,0,0.0,PROJECTION_SCALE_NORMALIZATION_FAILURE,"family specificity survives, but Tau evidence L2 fails in projection-caveated lane",False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC7793,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-28.974063017415357,False,False,1.375800958075038,1.0413100202003367,0.4708501490371615,444.84483391499293,974.3303534460108,-529.4855195310179,0.2958107052257375,False,0,1.0,SIGNED_COMPONENT_CANCELLATION_FAILURE,positive and negative source components strongly cancel,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F567-2,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-16.504082395765817,False,True,2.599355002934903,-2.7902409581121574,0.8165206177707411,437.49942229537015,437.49942229537015,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F568-3,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-11.122740256969614,True,True,-1.8054565149380537,-0.6669654592637588,0.7525829951433824,872.2235597760601,872.2235597760601,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F574-1,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-3.8543471514900745,True,True,-4.530050321830983,-1.4861742666121396,0.7647346111361898,1029.44564229955,1029.44564229955,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F574-2,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-13.200988168193582,False,True,4.406181376206781,-1.6961608125443632,0.7984611716106577,655.8240679141298,655.8240679141298,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F579-V1,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-4.175703960340726,True,True,-4.448339125678984,-3.1978294693979734,0.6967040339806715,1792.4467142494411,1792.4467142494411,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F583-1,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-22.71979205301414,True,False,-1.834621682532214,1.1425248172833236,0.8258924510557903,249.070085122807,249.070085122807,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC0300,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-6.384604154021202,True,False,-1.0155100562675887,3.209353349484948,0.7723239995940189,182.32977069613412,622.1984169677231,-439.868646271589,0.17167444223345654,False,0,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2403,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-9.749255317624542,True,False,-0.9464856070550436,2.674748140542958,0.522242679913288,2202.839286311147,2202.839286311147,0.0,1.0,False,0,0.5,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2976,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-63.17083523978636,False,True,0.3785556019228551,-0.1826192952321461,0.5283410829671636,83.43515306837986,429.1820308924763,-345.74687782409643,0.10766813849616745,False,0,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3893,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-1.574653336934599,True,False,-0.3077113141601151,0.2305153296459288,0.5358002799381547,3191.7508093233255,5914.144218471145,-2722.3934091478195,0.36956370098086055,False,0,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC5033,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-2.4008565080766626,True,True,-0.880008750290882,-1.0371955435718263,0.6241884975856428,3386.8355166399497,6596.925883027034,-3210.090366387084,0.34534821096501017,False,0,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC6674,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-4.181444160600936,True,True,-7.211587915643602,-1.74436835525783,0.7108970049204568,11639.096222855993,11639.096222855993,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC02487,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-4.3494822678215,True,True,-23.810227485925047,-17.014365136032524,0.6228752642223635,20740.298468654284,20740.298468654284,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC02953,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-5.596540962654366,True,True,-11.084287383493908,-7.264930383118546,0.2392885577023817,13865.01587105769,13865.01587105769,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC03205,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,True,-4.210515907232608,True,True,-5.905635078298932,-2.8797656427488647,0.3881028551168978,9099.796967395594,9099.796967395594,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC04325,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-21.086369323841815,True,True,-6.2451843020488695,-4.75456356546999,0.6724841971474453,1121.3220228721625,1121.3220228721625,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC06628,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-18.830818973491468,True,True,-0.8655362070701926,-3.8544250869792727,0.7348320791469897,-152.85772724116697,394.2796187318912,-547.1373459730581,0.16236984563909393,False,0,0.5,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC06786,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-11.303476687107338,True,True,-19.729344683289973,-16.00947338366678,0.376095139933254,8770.983854582526,8770.983854582526,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC06787,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,True,-7.161680994387883,True,True,-13.698582540953147,-10.939740089305351,0.3082896830852112,9683.606411083352,9683.606411083352,0.0,1.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC09037,train,K_exponential_disk,STRICT_READY_CANDIDATE,strict_preendpoint_freeze_candidate,True,-6.752959116046792,False,False,16.216352424347825,13.007548543553732,0.6210815511151883,7325.546963969099,7325.546963969099,0.0,1.0,False,0,0.0,OTHER_NORMALIZATION_DIAGNOSTIC,mixed normalization behavior,False,False,source_normalization_failure_modes_by_lane_not_endpoint
