galaxy,inspection_priority_tier,inspection_priority_score,inspection_focus,requested_external_sources,current_proxy_family,rotation_inferred_family,rotation_inferred_confidence,memory_history_proxy_class,source_memory_proxy_flags,manifest_confidence,manifest_caveat,external_family_label,external_family_mismatch,s4g_match_status,scale_radius_kpc,bar_radius_kpc,s4g_model_components,candidate_observable_status,observable_provenance,inspection_status,accepted_label_output_allowed,endpoint_scores_allowed,claim_boundary
F579-V1,P3,50,outer_disk_tail_lsb_or_hi_extent;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_thick_flared,K_scale_tail_spiral,MEDIUM,thick_flared_proxy_with_alternate_readout_memory_candidate,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC0801,P3,50,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC0891,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC2955,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC6195,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC02023,P3,50,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,MEDIUM,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.45,few_rotation_points;low_inclination;large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC02455,P3,50,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC02916,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC03546,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC03580,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06614,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;inclination_caveat;rotation_current_proxy_mismatch,0.8,low_inclination,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06973,P3,50,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC07232,P3,50,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.8,few_rotation_points,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC07524,P3,50,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC09133,P3,50,bulge_compact_core_or_central_support;outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_scale_tail_spiral,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC11820,P3,50,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC1705,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,,False,S4G_MATCHED,0.3205788659317764,,D;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3949,P3,48,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,,False,S4G_MATCHED,1.4477492679154584,,B;D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4051,P3,48,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,,False,S4G_MATCHED,3.905170533052142,5.23598283761181,B;D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4085,P3,48,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,,False,S4G_MATCHED,1.3962620900298162,,D;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4389,P3,48,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,,False,S4G_MATCHED,2.0271979820146604,3.665187986328267,D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05764,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.85,large_distance_error,,False,S4G_MATCHED,0.6717983870304816,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05918,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.85,large_distance_error,,False,S4G_MATCHED,1.9782716578501915,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06446,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.85,large_distance_error,,False,S4G_MATCHED,2.007708432639558,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06628,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.45,few_rotation_points;low_inclination;large_distance_error,,False,S4G_MATCHED,2.6808328309284652,1.8492037110324864,D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06667,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,,False,S4G_MATCHED,0.9241509841542774,,Z,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC07690,P3,48,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.65,few_rotation_points;large_distance_error,,False,S4G_MATCHED,0.8500628163100035,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC10310,P3,48,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.45,few_rotation_points;low_inclination;large_distance_error,,False,S4G_MATCHED,2.213696041092845,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC01281,P3,45,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_exponential_disk,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05999,P3,45,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.6000000000000001,few_rotation_points;low_inclination,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC07261,P3,45,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_exponential_disk,K_scale_tail_spiral,MEDIUM,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,0.45,few_rotation_points;low_inclination;large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC12506,P3,45,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_exponential_disk,K_compact_finite,LOW,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC7814,P3,43,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile,K_compact_finite,K_compact_finite,HIGH,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,1.0,none,,False,S4G_MATCHED,,,B;D,MISSING,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC00191,P3,43,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,0.85,large_distance_error,,False,S4G_MATCHED,1.6489418445348862,1.163958981638605,D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06399,P3,43,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,1.0,none,,False,S4G_MATCHED,2.069958488548134,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06917,P3,43,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,1.0,none,,False,S4G_MATCHED,2.9592029537411486,1.9861828430411028,D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06983,P3,43,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,1.0,none,,False,S4G_MATCHED,3.1389718176746237,2.3081958341595046,D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F561-1,P3,40,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.6000000000000001,few_rotation_points;low_inclination,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F574-2,P3,40,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.6000000000000001,few_rotation_points;low_inclination,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC1003,P3,40,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3109,P3,40,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3741,P3,40,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC6946,P3,40,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,0.65,low_inclination;large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05253,P3,40,bulge_compact_core_or_central_support;outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_compact_finite,K_scale_tail_spiral,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,0.65,low_inclination;large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05716,P3,40,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
